"","ID","effect_size","P_value"
"93","Prot92",-1.09574386754333,0.000602919082182815
"94","Prot93",-0.806664564854902,0.0113962931466745
"95","Prot94",-1.24781129365822,0.00013999979351004
"96","Prot95",-0.921085648098543,0.00338526143290561
"97","Prot96",-0.937216895049811,0.00350459942219207
"98","Prot97",-1.15506682801279,0.000476559275650638
"99","Prot98",-1.33738990510111,0.000600591203800116
"100","Prot99",-1.39935293758372,2.0117091685949e-05
"101","Prot100",-0.871362325861927,0.00604407574937608
"102","Prot101",-1.69880006217533,2.35280708404944e-06
"103","Prot102",-1.27995215554015,0.000161608090313583
"104","Prot103",-0.806069129138496,0.0111710853123984
"105","Prot104",-0.878973003710591,0.00920655221989294
"106","Prot105",-1.71344311673266,2.44561410856631e-07
"107","Prot106",-1.31254357064068,6.92647096226178e-05
"108","Prot107",-2.14696929808493,9.6802930899415e-10
"109","Prot108",-1.23763816438826,0.00013880891841005
"110","Prot109",-1.43091174176036,4.72075462225648e-06
"111","Prot110",-1.25786461721981,0.00016415979322242
"112","Prot111",-1.24317589927443,0.000105240194071589
"113","Prot112",-1.32217957779916,8.25169021837129e-05
"114","Prot113",-1.32770513825005,0.000136117577756088
"115","Prot114",-1.48969209134016,6.48894454252878e-06
"116","Prot115",-1.19797716275182,0.000119453444228448
"117","Prot116",-1.34910160161069,4.26421013728073e-05
"118","Prot117",-1.2856123655821,0.000131452048072409
"119","Prot118",-1.53891426040539,4.43754779282881e-06
"120","Prot119",-1.19459168119974,0.000265007884112777
"121","Prot120",-1.50697092218957,7.01134231571584e-06
"122","Prot121",-1.3803098833136,8.88526488008808e-06
"123","Prot122",-0.989977453398513,0.00162862740534875
"124","Prot123",-1.70970266234438,4.30230142481813e-07
"125","Prot124",-1.51554808266954,1.03835911349823e-05
"126","Prot125",-0.80642672188706,0.0241843410322178
"127","Prot126",-1.36474896662146,7.96868361060367e-05
"128","Prot127",-0.872682547405326,0.00490352536644637
"129","Prot128",-1.30629044577512,2.82016004829715e-05
"130","Prot129",-1.19905500191856,0.000173441139541729
"131","Prot130",-1.11481968409649,0.000357724285076122
"132","Prot131",-1.22110875639689,0.000368373996820656
"133","Prot132",-1.4823096080463,3.3838583780522e-06
"134","Prot133",-1.31908842306566,3.29142650423801e-05
"135","Prot134",-1.02857217528813,0.00160663713371047
"136","Prot135",-1.35878812931939,1.44313883052585e-05
"137","Prot136",-1.17883053629898,0.000199043938341549
"138","Prot137",-0.965714660859458,0.00306178745069037
"139","Prot138",-1.70784609313543,1.65771541270389e-06
"140","Prot139",-1.01902008279123,0.00104666348489802
"141","Prot140",-1.22536147793164,0.000247863596255297
"142","Prot141",-1.16011235702908,0.000850866717519346
"143","Prot142",-0.882916555801732,0.00480636217927031
"144","Prot143",-0.950048424967772,0.00258955651665555
"145","Prot144",-1.11697807191077,0.000541186169916977
"146","Prot145",-1.1673894476447,0.000324589418645216
"147","Prot146",-0.871293870811297,0.00643211187489966
"148","Prot147",-0.92091219177917,0.00252469520960142
"149","Prot148",-0.645561887778999,0.0373056792200123
"150","Prot149",-1.05562215452997,0.00100622592477734
"151","Prot150",-0.91210944849794,0.00775004368743792
"152","Prot151",-1.02525744990093,0.000957931190664231
"153","Prot152",-1.40849129632448,8.24562637211848e-06
"154","Prot153",-0.766713763765566,0.0170243379928765
"155","Prot154",-0.704453819480257,0.0346869225457968
"156","Prot155",-1.30626081593146,0.000124940118738578
"157","Prot156",-1.35438360820703,2.46277607204451e-05
"158","Prot157",-1.25366906349762,0.000102174951799058
"159","Prot158",-1.39380652901755,1.39865981769801e-05
"160","Prot159",-1.04043524031218,0.000742178675054556
"161","Prot160",-0.895388730585594,0.00379210693032083
"162","Prot161",-1.33078175106971,0.000307749208633945
"163","Prot162",-1.8462518272586,2.46577733064343e-07
"164","Prot163",-1.06664710429563,0.00110762976243124
"165","Prot164",-0.813546664821018,0.00910107670658496
"166","Prot165",-1.52821313118212,0.000108727246122158
"167","Prot166",-0.848797374207859,0.00532072963037752
"168","Prot167",-0.698365742806303,0.0196691716716354
"169","Prot168",-0.89933003089692,0.00595100771864959
"170","Prot169",-0.849889247247944,0.00981808501321157
"171","Prot170",-1.43642392304499,7.98179532751244e-05
"172","Prot171",-1.47592608258256,2.74999211759901e-06
"173","Prot172",-1.78928015979356,5.65695117912174e-08
"174","Prot173",-1.19554763206211,0.000538377840523517
"175","Prot174",-1.28169737797678,8.29765482358351e-05
"176","Prot175",-1.5277761419206,4.34803489818717e-06
"177","Prot176",-1.46682330983154,1.1554735667738e-05
"178","Prot177",-1.73937035492422,1.33639695271748e-05
"179","Prot178",-1.32109501119715,2.50778773798461e-05
"180","Prot179",-1.43015077948504,1.10651300702536e-05
"181","Prot180",-0.947348313358731,0.00300650792907472
"182","Prot181",-1.48532803948979,7.68463830303568e-06
"183","Prot182",-1.39894754246906,1.15032687728405e-05
"184","Prot183",-0.663070220709638,0.0480732531985054
"185","Prot184",-0.673669735846868,0.053748682733081
"186","Prot185",-1.41474364255627,1.77354186123906e-05
"187","Prot186",-0.685187858549671,0.0337253961233242
"188","Prot187",-0.784376445251048,0.0233905184635168
"189","Prot188",-1.0787300415255,0.000478992561336792
"190","Prot189",-0.805789014853744,0.010461289275446
"191","Prot190",-1.23714870440588,5.17574129167295e-05
"192","Prot191",-1.69916438402521,6.46306074688457e-07
"193","Prot192",-0.999218751820688,0.00386129358953649
"194","Prot193",-1.2261907329894,0.000585874959844523
"195","Prot194",-0.693699663053298,0.0277814220869143
"196","Prot195",-1.40686831351881,8.56038110996875e-06
"197","Prot196",-1.43317760233656,3.69503763899977e-05
"198","Prot197",-1.56954651159269,1.76898832699228e-05
"199","Prot198",-1.14739228086674,0.000362670733823611
"200","Prot199",-1.2006449545908,0.000433948610535542
"201","Prot200",-0.228623535966886,0.485309061428714
"202","Prot201",-0.920575309366722,0.00514283641685334
"203","Prot202",-0.11483247711098,0.721385887176955
"204","Prot203",-0.123589626869471,0.706898762278548
"205","Prot204",-0.443714119130558,0.195982993460926
"206","Prot205",-0.367815646146791,0.303314366632765
"207","Prot206",-0.0892042735969376,0.814425747345217
"208","Prot207",-0.333299205184964,0.397267574792304
"209","Prot208",-0.369248034157188,0.246612419048166
"210","Prot209",-0.326180591256133,0.304452808796315
"211","Prot210",-0.432945224115301,0.172728702074647
"212","Prot211",0.0391760039587155,0.903897817234514
"213","Prot212",0.184631145759479,0.553873617311378
"214","Prot213",0.0598797376849731,0.838417938829176
"215","Prot214",-0.787647929113959,0.0134977994975167
"216","Prot215",-0.478688203991219,0.110606856052929
"217","Prot216",-0.194875640122735,0.530595595038184
"218","Prot217",0.00921427890667559,0.976385427093589
"219","Prot218",0.0894238205035442,0.768881524123057
"220","Prot219",-0.606812914974604,0.0511411379406357
"221","Prot220",-0.502625203915368,0.124086408295061
"222","Prot221",0.00906636880089806,0.97812000643802
"223","Prot222",-0.584503904299385,0.0511432123816767
"224","Prot223",0.283306390969727,0.340495795417128
"225","Prot224",-0.368554896794457,0.274637669628036
"226","Prot225",-0.669242665930341,0.038238639665487
"227","Prot226",-0.181264267433779,0.571997078749803
"228","Prot227",-0.305299728537999,0.366693377654618
"229","Prot228",-0.362521864085618,0.252499653193395
"230","Prot229",-0.115706895399811,0.701460389957249
"231","Prot230",0.0240647393939817,0.941428515003768
"232","Prot231",-0.16741338048822,0.609877711780473
"233","Prot232",-0.222371785202974,0.464516923987286
"234","Prot233",0.21041865145796,0.531279133633472
"235","Prot234",-0.10966137525768,0.748214862660387
"236","Prot235",0.154248356006185,0.625191521131422
"237","Prot236",0.151608061596161,0.627368352589356
"238","Prot237",-0.441972353307516,0.207299523656071
"239","Prot238",-0.220771739476557,0.461692709884223
"240","Prot239",-0.263018828694737,0.412171906105054
"241","Prot240",-0.554598942026104,0.088828649372521
"242","Prot241",0.0424746415926194,0.887127535761761
"243","Prot242",-0.00056976427555,0.998578252954773
"244","Prot243",-0.257407491092067,0.388190706616319
"245","Prot244",-0.434497396610464,0.145466739936208
"246","Prot245",-0.132223781890882,0.716929112861791
"247","Prot246",-0.415050000237322,0.173797862613415
"248","Prot247",-0.336109975058186,0.292423532577216
"249","Prot248",-0.0224183842486774,0.948371302291125
"250","Prot249",0.395863437732348,0.189052942568792
"251","Prot250",-0.676461370173552,0.0236136604692455
"252","Prot251",-0.30826616858948,0.331877216145262
"253","Prot252",-0.167948211661287,0.593631803351966
"254","Prot253",0.120310324010724,0.733792146006126
"255","Prot254",-0.328735114418752,0.319110977773497
"256","Prot255",-0.966470823451729,0.00145475384663494
"257","Prot256",-0.327996240402129,0.336123835073906
"258","Prot257",-0.594260705043457,0.0904009734400735
"259","Prot258",-0.607762672261881,0.0423427739577593
"260","Prot259",-0.2130776328782,0.525053275262203
"261","Prot260",-0.248720873278828,0.458523227454207
"262","Prot261",-0.304483978112184,0.362758287820823
"263","Prot262",-0.0477678489465667,0.88447879768434
"264","Prot263",0.213697564969539,0.515118523980932
"265","Prot264",-0.383735009819045,0.212273053791032
"266","Prot265",-0.601084667881349,0.103027348243958
"267","Prot266",-0.034778522738609,0.9112876975782
"268","Prot267",-0.845564456939666,0.00520225195992862
"269","Prot268",0.0163252772180655,0.955979379099047
"270","Prot269",0.3588607071556,0.301106180554334
"271","Prot270",-0.378336358929623,0.277239964106597
"272","Prot271",0.0642469771232186,0.84463191247873
"273","Prot272",-0.185133633823838,0.583550598407656
"274","Prot273",-0.00571105580888442,0.985573127891108
"275","Prot274",0.304581321458013,0.323410559216655
"276","Prot275",-0.421011398472494,0.171888297064939
"277","Prot276",-0.434587317296021,0.14909380235154
"278","Prot277",-0.793929472301148,0.0196080056061078
"279","Prot278",-0.752430685151779,0.0134767590166888
"280","Prot279",-0.00168318085051311,0.995513340914938
"281","Prot280",-0.217593559986042,0.506498398882721
"282","Prot281",-0.518034181848765,0.0878098211142156
"283","Prot282",-0.482627481656959,0.151336530512371
"284","Prot283",0.146548581566563,0.683382531555704
"285","Prot284",-0.142667385029782,0.677113098734671
"286","Prot285",0.167658761659972,0.592871948945664
"287","Prot286",-0.379578309464108,0.219928674433241
"288","Prot287",-0.222728853315111,0.482903589764386
"289","Prot288",-0.134628536877266,0.667979075454298
"290","Prot289",-0.206981944438162,0.516647975950461
"291","Prot290",0.163032828913344,0.654214555828921
"292","Prot291",-0.565541857176822,0.079489679664464
"293","Prot292",0.127362468323259,0.707985829083253
"294","Prot293",-0.0862632781009722,0.774777008401004
"295","Prot294",0.391113830831767,0.267978107528845
"296","Prot295",-0.219271824790702,0.504821943498333
"297","Prot296",-0.489074131632446,0.175015269678693
"298","Prot297",-0.105009835648122,0.741414250535117
"299","Prot298",-0.305613676115502,0.31520092544424
"300","Prot299",-0.0734008836694144,0.819713351559421
"301","Prot300",-0.786790422725133,0.0296287566785116
"302","Prot301",-0.449401788201239,0.150991077143863
"303","Prot302",-0.253765955513632,0.462180341771171
"304","Prot303",-0.704299803648563,0.0192956194534488
"305","Prot304",-0.399028728161987,0.22209812539693
"306","Prot305",-0.334257147080343,0.265512049583499
"307","Prot306",-0.694255562745013,0.0367172398667805
"308","Prot307",-0.529914740139382,0.0802142368758861
"309","Prot308",-0.0255406964219915,0.942545698660397
"310","Prot309",-0.0333870429499079,0.914768310569116
"311","Prot310",-0.195551418624188,0.560256927791998
"312","Prot311",-0.420734968119135,0.158690842077454
"313","Prot312",-0.0878172293848785,0.787761684194145
"314","Prot313",-0.439597428431448,0.185156631643631
"315","Prot314",-0.139675074505345,0.651468297480888
"316","Prot315",-0.474178431200173,0.10639842668561
"317","Prot316",0.138576979222314,0.658071255873819
"318","Prot317",-0.181131333409411,0.619954049470606
"319","Prot318",-0.0485348695891048,0.888206267577107
"320","Prot319",-0.449847364402661,0.160493638216015
"321","Prot320",-0.431425978900201,0.190984269624048
"322","Prot321",-0.127436623881398,0.70230503988445
"323","Prot322",0.131359013261662,0.711414370762983
"324","Prot323",0.111311754393352,0.723648447194554
"325","Prot324",-0.573500706822756,0.0782422989220536
"326","Prot325",-0.774371519149682,0.018682990148925
"327","Prot326",-0.110986413596223,0.738225573135524
"328","Prot327",-0.300136107650268,0.308460986996238
"329","Prot328",-0.217848031478574,0.511360017441781
"330","Prot329",-0.25239489816126,0.393994273387769
"331","Prot330",-0.152287848470522,0.703815459650593
"332","Prot331",0.0195167258494173,0.958809218919795
"333","Prot332",0.123859763637174,0.694099684405559
"334","Prot333",-0.761411079060817,0.0123564017100879
"335","Prot334",-0.332312520134909,0.284591987432243
"336","Prot335",-0.472445863986728,0.152625118525489
"337","Prot336",-0.293218731289741,0.346983470357648
"338","Prot337",0.202572854052622,0.549781737104028
"339","Prot338",-0.663320813958407,0.0422404994461961
"340","Prot339",-0.00883936041512001,0.979098946650456
"341","Prot340",-0.253095110924168,0.419737362073673
"342","Prot341",-0.00837313949639196,0.978358364249042
"343","Prot342",-0.457535175326559,0.135555479204369
"344","Prot343",-0.0713687602167603,0.819046539760559
"345","Prot344",0.0303763418975436,0.925359226078626
"346","Prot345",-0.188479237785902,0.561685910368893
"347","Prot346",-0.19889711754022,0.514025106122939
"348","Prot347",-0.640301253313851,0.0532827347865616
"349","Prot348",0.128478442942349,0.665466406920305
"350","Prot349",-0.39436995020186,0.216485074695541
"351","Prot350",0.12251036876485,0.703603661529988
"352","Prot351",-0.227045847701074,0.447395353835856
"353","Prot352",-0.335958286408363,0.288130703206576
"354","Prot353",0.148823036038596,0.64537058807542
"355","Prot354",-0.0796539865867985,0.793381346095178
"356","Prot355",-0.347595413782578,0.260566689075225
"357","Prot356",-0.0681930393539929,0.844764943689852
"358","Prot357",-0.212488579472698,0.502828569836853
"359","Prot358",-0.386130177628541,0.224134870159753
"360","Prot359",-0.677068021608115,0.0334459422665699
"361","Prot360",-0.397512691739461,0.215201496953335
"362","Prot361",-0.691978885720264,0.0330676334461473
"363","Prot362",-0.496355630878167,0.126445150542784
"364","Prot363",0.106484397562269,0.730045252147628
"365","Prot364",-0.144695635476683,0.661429821814632
"366","Prot365",-0.226679615210735,0.52116857069897
"367","Prot366",-0.0447771106017214,0.891608200778667
"368","Prot367",0.258541869094685,0.438747758949379
"369","Prot368",-0.47633049687364,0.1659438811367
"370","Prot369",-0.270509239543152,0.397542124088396
"371","Prot370",-0.506883248786284,0.109216082229127
"372","Prot371",-0.394701864340412,0.198102832734421
"373","Prot372",-0.545207430593361,0.121992110688747
"374","Prot373",-0.259239541797225,0.480621573199918
"375","Prot374",-0.288765846176105,0.386054548279163
"376","Prot375",-0.753088453654652,0.0250641929890887
"377","Prot376",-0.359745901446981,0.241287007621282
"378","Prot377",-0.28937684105744,0.352120952093432
"379","Prot378",-0.0716951698235277,0.827024700207903
"380","Prot379",-0.621110994677629,0.0398025352012015
"381","Prot380",-0.0349609516971547,0.920898026693544
"382","Prot381",0.0969576931286262,0.745898034207394
"383","Prot382",-0.0460466445223595,0.883101780855737
"384","Prot383",-0.585405517958691,0.0820013923270335
"385","Prot384",0.731456413614445,0.0306419942323733
"386","Prot385",0.0976454229827617,0.74240006592434
"387","Prot386",-0.391161627459535,0.245609855740986
"388","Prot387",0.16706998727917,0.639735874146308
"389","Prot388",-0.159303923255763,0.642903809729902
"390","Prot389",-0.0503502455997413,0.873248588271442
"391","Prot390",-0.391474008025494,0.192404379944449
"392","Prot391",-0.0813250085649031,0.815102525934757
"393","Prot392",-0.62599930391659,0.0473130330817996
"394","Prot393",-0.645979650152618,0.0847753039516225
"395","Prot394",0.376120545777582,0.41423082755286
"396","Prot395",-0.594838684767705,0.0642463097029191
"397","Prot396",-0.681587123777032,0.0315983381448492
"398","Prot397",-0.54367014792404,0.0931694147080845
"399","Prot398",-0.339996959365109,0.364373751272945
"400","Prot399",-0.359151601117308,0.270543274862109
"401","Prot400",-0.309325433878637,0.327716626433733
"402","Prot401",0.0151750610587023,0.960927801415629
"403","Prot402",-0.0219526799731504,0.948444362527962
"404","Prot403",-0.0363615785818894,0.903086371878438
"405","Prot404",-0.332474122496372,0.277237591664006
"406","Prot405",-0.396811030790968,0.20479890591788
"407","Prot406",0.0855599333335242,0.787750054993583
"408","Prot407",-0.267263729889311,0.388574457293338
"409","Prot408",-0.728732564467837,0.0196368167995707
"410","Prot409",0.198642263143867,0.516855529083242
"411","Prot410",-0.156078033474884,0.609308256250036
"412","Prot411",-0.284961868027416,0.368493716029526
"413","Prot412",0.12106800985288,0.717953302030313
"414","Prot413",0.198018964661895,0.549753855758913
"415","Prot414",-0.31663027038487,0.324701294496073
"416","Prot415",-0.307258514529092,0.358307073411423
"417","Prot416",-0.453410739664111,0.180344212936389
"418","Prot417",0.271605722085329,0.483781049341098
"419","Prot418",-0.148773022018577,0.65517518462801
"420","Prot419",-0.552764796839199,0.0798252853236609
"421","Prot420",-0.222084277611568,0.468556817267499
"422","Prot421",0.0538498894532147,0.870685340693944
"423","Prot422",-0.191721175226615,0.538421138254865
"424","Prot423",-0.590602142674076,0.0773840450801883
"425","Prot424",-0.000193173274649183,0.999504761504306
"426","Prot425",-0.317548128750616,0.326883340414676
"427","Prot426",-0.401480409977253,0.26548201775759
"428","Prot427",-0.365553486660794,0.272328383383462
"429","Prot428",-0.0906526638239704,0.794046771486409
"430","Prot429",0.235702757071678,0.481416221061493
"431","Prot430",0.329957078076859,0.332466970584138
"432","Prot431",-0.609987343680956,0.0791591634842936
"433","Prot432",-0.42707522122538,0.190632824273759
"434","Prot433",-0.964102072381468,0.0031287300028551
"435","Prot434",-0.279813139504842,0.447907283171841
"436","Prot435",-0.597397126306074,0.0593155915145017
"437","Prot436",-0.727903330701853,0.0373556759562801
"438","Prot437",0.0660238906297472,0.835080691298111
"439","Prot438",-0.0719779276580823,0.807903037098872
"440","Prot439",0.233128712117097,0.446798688030538
"441","Prot440",-0.475574201444569,0.153742710315521
"442","Prot441",-0.423673545543949,0.190414551632164
"443","Prot442",0.298352597113812,0.415573327728005
"444","Prot443",-0.464383455194877,0.138475535489128
"445","Prot444",-0.327499473357083,0.329485350917486
"446","Prot445",-0.607753440256026,0.0595118706651676
"447","Prot446",-0.108133424968511,0.740441021426665
"448","Prot447",-0.517501835898383,0.0969936338919553
"449","Prot448",-0.399767090363707,0.182030872780386
"450","Prot449",0.46455955784532,0.194134380668154
"451","Prot450",0.167867602830199,0.578212572061939
"452","Prot451",-0.0890455687954521,0.775892207991135
"453","Prot452",-0.251129278493096,0.413394769157866
"454","Prot453",-0.453977047426331,0.222093320364387
"455","Prot454",-0.28526796404557,0.348998103141487
"456","Prot455",0.130776829096131,0.71114036411734
"457","Prot456",0.21943091852717,0.514391956942825
"458","Prot457",-0.476980090571704,0.158084938000031
"459","Prot458",0.0943247943295482,0.779191810302554
"460","Prot459",-0.524710590120243,0.106367004353545
"461","Prot460",-0.0303501110225604,0.925988844924474
"462","Prot461",-0.655638750361046,0.0498283814544633
"463","Prot462",-0.607233253139583,0.0439680043080157
"464","Prot463",-0.316958910945662,0.31012386694856
"465","Prot464",-0.577688214665546,0.0485840333475209
"466","Prot465",-0.196595777051769,0.554466006661614
"467","Prot466",-0.0329239828538377,0.924902189111953
"468","Prot467",-0.182984063581536,0.591259438694719
"469","Prot468",-0.0697143466289702,0.836377960000447
"470","Prot469",-0.0126652345138893,0.968309008480988
"471","Prot470",-0.491675920408962,0.108335996625262
"472","Prot471",-0.616557648219239,0.0539466104598226
"473","Prot472",-0.0137217167651826,0.965291203543567
"474","Prot473",-0.390460276293769,0.255973577889173
"475","Prot474",-0.390321476869911,0.259460106770921
"476","Prot475",0.11625855853082,0.728619923469469
"477","Prot476",-0.141003697551625,0.64786529187952
"478","Prot477",-0.352571109312159,0.342776172823787
"479","Prot478",-0.575362362516611,0.072668060719531
"480","Prot479",-0.498231315599952,0.0896736417631544
"481","Prot480",-1.1934540199272,0.000244135219050648
"482","Prot481",-0.284578646989953,0.390669443020197
"483","Prot482",0.522293233881555,0.11449756912014
"484","Prot483",-0.217222404663982,0.482305541149996
"485","Prot484",-0.453317331920339,0.194114595161929
"486","Prot485",-0.0524124862218045,0.868613996875152
"487","Prot486",-0.0521443761786387,0.862274172992954
"488","Prot487",-0.367945447114042,0.255970967564496
"489","Prot488",-0.237408134666357,0.470112126020897
"490","Prot489",-0.235720005524936,0.477841281774346
"491","Prot490",-0.394789669402144,0.247473495114365
"492","Prot491",-0.410336462531017,0.199475053632456
"493","Prot492",-0.00788435640033924,0.981823443668285
"494","Prot493",-0.45429587684902,0.217431948992699
"495","Prot494",-0.626488369122324,0.0731818416868955
"496","Prot495",-0.79373104682352,0.0206877131273354
"497","Prot496",0.141207259554349,0.66831629852603
"498","Prot497",-0.734855109052045,0.0324500225614751
"499","Prot498",-0.272716364342489,0.368900618585156
"500","Prot499",-0.568815160461199,0.0719556341187131
"501","Prot500",-0.22906428813894,0.474489106507121
"502","Prot501",-0.229655494228847,0.459545500756939
"503","Prot502",-1.09579755633685,0.00136475532931014
"504","Prot503",-0.0673388875827285,0.823638198029581
"505","Prot504",-0.441655916714648,0.145432900229579
"506","Prot505",-0.362995331379175,0.298662031510584
"507","Prot506",-0.063957999733411,0.844671816660971
"508","Prot507",0.0821966537310388,0.794114121333702
"509","Prot508",-0.601693532824825,0.056949237425805
"510","Prot509",-0.162314170872353,0.668624321200767
"511","Prot510",-0.662575624709401,0.0261242766168431
"512","Prot511",0.172504760909998,0.582263753014377
"513","Prot512",-0.208676832708701,0.529550417188303
"514","Prot513",-0.339171201291688,0.305468371733629
"515","Prot514",0.173328246795474,0.624274778115086
"516","Prot515",-0.346449366745539,0.294883164542763
"517","Prot516",-0.147844778654715,0.638605606716734
"518","Prot517",-0.163976430673891,0.612641762947548
"519","Prot518",-0.752160062057555,0.012585876777036
"520","Prot519",-0.146912228341098,0.669823184726335
"521","Prot520",-0.29614244952349,0.318496482903956
"522","Prot521",0.0617199634299084,0.865291322613553
"523","Prot522",-0.301631711188254,0.349356303117381
"524","Prot523",-0.19105255613977,0.556747065045649
"525","Prot524",-0.158160549468892,0.645136033990673
"526","Prot525",-0.620549403496018,0.0584964980914952
"527","Prot526",-0.166682065139241,0.629398378923233
"528","Prot527",-0.243889529970357,0.487602440924434
"529","Prot528",-0.202754721977819,0.570446364313791
"530","Prot529",-0.696061190099009,0.0300951666833133
"531","Prot530",0.227055324870893,0.473024459550964
"532","Prot531",0.100321853691927,0.741441581794214
"533","Prot532",-0.489976482339813,0.175076375462805
"534","Prot533",-0.382292397798661,0.194732268987394
"535","Prot534",-0.649503663360864,0.0347194349333106
"536","Prot535",0.0821423703397173,0.793662345054694
"537","Prot536",-0.671229958272626,0.0380473537322002
"538","Prot537",-0.322670015023139,0.336428332358793
"539","Prot538",-0.195493266150969,0.517968525164932
"540","Prot539",-0.672094127815484,0.0391490044091945
"541","Prot540",-0.21410990813736,0.509986987875893
"542","Prot541",0.0233432067450181,0.946608595999841
